V1	V2	V3	V4
0.0319	0.0256	0.29320874	0.466659208
0.0308	0.0268	0.276023328	0.483428969
0.0302	0.0256	0.272505388	0.462923068
0.0306	0.0253	0.276644104	0.456666234
0.0317	0.0257	0.290752031	0.467511725
0.0301	0.0257	0.269499611	0.467759762
0.0314	0.0264	0.285992624	0.480038234
0.0323	0.0255	0.296595218	0.460217797
0.032	0.0264	0.293441727	0.477798612
0.0308	0.0255	0.278695523	0.460508803
0.0308	0.0264	0.276879469	0.477447521
0.0302	0.0256	0.273088829	0.462516913
0.0308	0.0256	0.278442742	0.465143037
0.0315	0.0251	0.289450782	0.448841162
0.0295	0.0261	0.264356152	0.475370372
0.0307	0.0266	0.275079556	0.481029273
0.0305	0.0256	0.274443145	0.466578403
0.0323	0.0256	0.295392187	0.463601215
0.0308	0.0269	0.276320362	0.485469296
0.0297	0.0258	0.267300826	0.472125037
0.0317	0.0256	0.290986815	0.463785496
0.0323	0.0256	0.298412528	0.46590753
0.0308	0.0256	0.279219834	0.463030814
0.0307	0.0256	0.27731429	0.465847322
0.0313	0.0269	0.282045331	0.484802084
0.032	0.0256	0.2942882	0.46176899
0.0313	0.0269	0.281220043	0.485348751
0.0313	0.0251	0.286318349	0.448683451
0.0305	0.0264	0.273819256	0.477334873
0.031	0.027	0.278013302	0.487641333
0.0305	0.0258	0.274363212	0.471784451
0.0296	0.0264	0.264836144	0.478675827
0.0317	0.0258	0.291795105	0.471526345
0.0315	0.0261	0.289004735	0.475684245
0.0313	0.0251	0.283322654	0.447816355
0.0301	0.0255	0.270147741	0.459805962
0.0307	0.0253	0.277708691	0.456788513
0.0315	0.0255	0.289487102	0.459748784
0.0304	0.0256	0.274025681	0.4625646
0.031	0.027	0.279201333	0.48780403
0.0309	0.0257	0.279633244	0.467789972
0.0323	0.0258	0.296411544	0.471063785
0.0317	0.0264	0.290715842	0.479695535
0.0313	0.0256	0.284785056	0.464238201
0.032	0.0256	0.294051645	0.463747829
0.0306	0.0251	0.276318636	0.447440081
0.0313	0.0255	0.284341283	0.459749008
0.0323	0.0257	0.298169437	0.467999833
0.0307	0.0251	0.2775175	0.45083964
0.0316	0.0267	0.289038991	0.482008757
0.0296	0.0256	0.266681603	0.462042299
0.0314	0.0255	0.288541593	0.458744359
0.0304	0.0256	0.273382836	0.46487486
0.0307	0.0255	0.277832278	0.460142255
0.0314	0.0256	0.288076147	0.463888892
0.0313	0.0252	0.286427968	0.453496013
0.0301	0.0252	0.270788189	0.453133125
0.0315	0.0264	0.28845246	0.479741185
0.0317	0.026	0.291195595	0.473403247
0.0322	0.0266	0.294595477	0.481158352
0.0302	0.0252	0.271528587	0.452217537
0.0323	0.0261	0.296593676	0.476404878
0.0309	0.0261	0.2790874	0.47491417
0.0317	0.0261	0.289946232	0.47488805
0.0323	0.0256	0.296735822	0.4623641
0.0321	0.0253	0.294544196	0.454823389
0.0321	0.0255	0.29485229	0.458633234
0.0316	0.0268	0.28858758	0.482473708
0.0308	0.0255	0.278642133	0.458474906
0.0314	0.0256	0.288020073	0.462522671
0.0304	0.0253	0.27414936	0.456379045
0.0304	0.0251	0.273709876	0.451150362
0.0321	0.0255	0.294701792	0.45783166
0.0306	0.0251	0.276244654	0.44928508
0.0308	0.0258	0.277333451	0.470063778
0.0323	0.0256	0.295528958	0.465234509
0.0302	0.0264	0.270496539	0.47793401
0.0304	0.0268	0.271860949	0.483098034
0.0302	0.0261	0.270634289	0.474855476
0.0321	0.0256	0.294447524	0.465846304
0.0313	0.0256	0.285577761	0.462979482
0.0306	0.0255	0.276044284	0.457681632
0.0307	0.0251	0.277380467	0.450085224
0.0317	0.0256	0.292137838	0.461738602
0.0306	0.0251	0.275266915	0.44740286
0.0304	0.0253	0.274126553	0.45540981
0.0316	0.0267	0.288355489	0.482025246
0.0323	0.0258	0.296468592	0.470889753
0.0323	0.0258	0.298674894	0.470255433
0.0302	0.0256	0.27276706	0.464619006
0.0313	0.0255	0.286893571	0.459314827
0.0301	0.0256	0.270359432	0.464642667
0.0315	0.0256	0.289312242	0.465057161
0.0306	0.0257	0.274625906	0.468262132
0.0306	0.0252	0.275575923	0.452136095
0.0306	0.0251	0.276471491	0.447608565
0.0299	0.0256	0.268641355	0.463255928
0.0308	0.0269	0.275985369	0.48394618
0.0306	0.0252	0.275127707	0.453680649
0.0311	0.0252	0.28155726	0.452188401
0.0306	0.0253	0.275773834	0.45721363
0.0313	0.0253	0.287207064	0.45510443
0.0302	0.0258	0.269580186	0.468822292
0.0323	0.0255	0.295757276	0.458105777
0.0312	0.0251	0.282626499	0.449994775
0.0305	0.0261	0.274026458	0.476098217
0.0314	0.0264	0.28500321	0.479039908
0.0311	0.0256	0.281958201	0.461637696
0.0313	0.0256	0.286854521	0.462600473
0.0297	0.0264	0.266579001	0.478663159
0.0317	0.0258	0.290813403	0.472319491
0.0297	0.0264	0.267227606	0.478544337
0.0324	0.0261	0.299445722	0.474037619
0.0303	0.0258	0.272793982	0.469191362
0.0299	0.0256	0.268637184	0.462756625
0.0315	0.0258	0.289016669	0.471339014
0.0296	0.0256	0.267320858	0.465214197
0.0314	0.0252	0.287369007	0.452409437
0.0298	0.0264	0.267894714	0.479685844
0.0302	0.0258	0.270076838	0.469335734
0.0315	0.0269	0.285632956	0.485109185
0.0312	0.0258	0.281417294	0.471876805
0.0303	0.0266	0.272887575	0.481224946
0.0305	0.0258	0.27372287	0.472401234
0.0323	0.0258	0.297425688	0.471374768
0.0305	0.0256	0.274583791	0.464816649
0.031	0.0253	0.280070184	0.454590847
0.0323	0.0256	0.297022426	0.467287903
0.0315	0.0258	0.289494571	0.469425201
0.0303	0.0266	0.271593792	0.481508673
0.0311	0.0255	0.282315862	0.460794031
0.0308	0.0264	0.277040878	0.479924793
0.0302	0.0253	0.273162559	0.455044941
0.0306	0.0251	0.276243057	0.449258707
0.0316	0.0269	0.289066725	0.484047814
0.0314	0.0265	0.285348877	0.480595752
0.0321	0.0266	0.293540248	0.48160915
0.0296	0.0259	0.266506389	0.472931289
0.0312	0.0256	0.282489624	0.463609568
0.0313	0.0256	0.286190935	0.464696556
0.0297	0.0256	0.268188392	0.461832797
0.0296	0.0256	0.267082654	0.46264982
0.0313	0.0256	0.286042257	0.461898451
0.0313	0.0269	0.281417189	0.48428701
0.0313	0.0256	0.286355642	0.461908617
0.0313	0.0252	0.286914893	0.45377826
0.0313	0.0256	0.286012075	0.462764345
0.0303	0.0261	0.27162147	0.473988151
0.0323	0.0256	0.297882256	0.463704893
0.03	0.0258	0.268675188	0.472069245
0.0305	0.0261	0.27374212	0.475388833
0.0314	0.0261	0.284803823	0.475176872
0.0307	0.0253	0.277258748	0.457515329
0.0315	0.0269	0.283501294	0.484212213
0.0304	0.0255	0.273750467	0.45812476
0.0311	0.0251	0.281095125	0.449086723
0.0309	0.0264	0.278430097	0.478880412
0.0302	0.0264	0.269733469	0.477632536
0.0314	0.0255	0.28826971	0.458131853
0.0323	0.0264	0.297671006	0.479293175
0.0306	0.0255	0.276121832	0.460322537
0.0302	0.0255	0.272077449	0.46011452
0.0306	0.0256	0.274894527	0.46306884
0.0312	0.0252	0.282445361	0.454188728
0.0321	0.0256	0.294774459	0.464014383
0.0323	0.0255	0.297289541	0.459114447
0.0306	0.0256	0.275891941	0.462154694
0.0319	0.0268	0.290091651	0.482864008
0.0296	0.0264	0.266380632	0.477489334
0.0305	0.0264	0.274302021	0.478779516
0.0315	0.0269	0.285024356	0.485876726
0.0303	0.0268	0.270857136	0.483077494
0.0318	0.0256	0.292866943	0.462828552
0.0318	0.0261	0.292586816	0.475738369
0.0313	0.0253	0.287105057	0.456508293
0.0315	0.0269	0.28620139	0.485202601
0.0317	0.0261	0.290885726	0.473932121
0.0323	0.0261	0.298693042	0.476515335
0.0309	0.026	0.278638663	0.473151751
0.0317	0.0255	0.290210212	0.458668432
0.0305	0.0264	0.274283463	0.477142355
0.0306	0.0256	0.275161494	0.464391925
0.0303	0.0258	0.272086916	0.470130043
0.0314	0.0256	0.287580538	0.461935541
0.0323	0.0258	0.298975452	0.471321832
0.0317	0.0257	0.290647298	0.468123934
0.0304	0.0256	0.274349559	0.461452499
0.0309	0.026	0.278866836	0.473480551
0.032	0.0259	0.294182359	0.472822615
0.0314	0.0261	0.283337145	0.476347734
0.0313	0.0259	0.28278034	0.472736409
0.0308	0.0257	0.277570384	0.468288249
0.031	0.0269	0.2781326	0.484780131
0.0317	0.0255	0.290126688	0.458651259
0.0296	0.0258	0.265871293	0.469693177
0.0296	0.0258	0.266358358	0.470551833
0.0317	0.0258	0.290412616	0.469329414
0.0317	0.0264	0.291209472	0.47874097
0.0313	0.0253	0.286112172	0.457296735
0.031	0.0268	0.27979577	0.482347542
0.0305	0.0258	0.273392134	0.472425418
0.0307	0.0261	0.276271803	0.475894232
0.0307	0.0251	0.277603494	0.451193331
0.031	0.0253	0.280428692	0.456592176
0.0306	0.0268	0.273807126	0.482404533
0.031	0.0268	0.279840152	0.482888544
0.0314	0.0261	0.283932058	0.475070201
0.0314	0.0264	0.283513305	0.477243663
0.0313	0.0256	0.286766392	0.464690718
0.0309	0.0269	0.27758803	0.484795901
0.0323	0.0257	0.298185187	0.468466752
0.0305	0.0258	0.273731201	0.468879114
0.032	0.0264	0.293710986	0.479655263
0.0307	0.0251	0.277350598	0.448681916
0.0308	0.0251	0.278041843	0.448139032
0.0314	0.0258	0.284076094	0.471040715
0.0304	0.0269	0.271351649	0.485697759
0.0314	0.0264	0.287040685	0.479032684
0.0317	0.0264	0.290991404	0.478030797
0.0316	0.0266	0.289452816	0.481737891
0.0305	0.0253	0.274861637	0.455443606
0.0304	0.0269	0.272479084	0.484899831
0.0302	0.0258	0.269872325	0.471124592
0.032	0.0256	0.293655125	0.4641308
0.0324	0.0256	0.299530827	0.466163968
0.0315	0.0269	0.287221438	0.484534515
0.0308	0.0256	0.279770718	0.463492146
0.0296	0.0261	0.26650515	0.474085783
0.0302	0.0252	0.271237729	0.452383621
0.0323	0.0264	0.299326713	0.477677915
0.0317	0.0252	0.290391928	0.454358059
0.0314	0.0261	0.286239354	0.475006085
0.0318	0.0264	0.292605014	0.478878548
0.031	0.027	0.278431631	0.486853884
0.0307	0.0257	0.276752877	0.467500804
0.0306	0.0251	0.27513009	0.451679671
0.0305	0.0256	0.274492457	0.4635881
0.0301	0.0252	0.270597329	0.454332192
0.032	0.0255	0.293279402	0.458834996
0.0302	0.0255	0.271988432	0.457952912
0.0315	0.0252	0.289361713	0.453309545
0.032	0.0253	0.293674661	0.455182228
0.0314	0.0266	0.287037923	0.481273325
0.0302	0.0252	0.27131056	0.451736269
0.0297	0.0255	0.267937942	0.458256054
0.0314	0.0257	0.285802243	0.467647725
0.0313	0.0256	0.285857135	0.465957856
0.0296	0.0262	0.265068435	0.476835152
0.0301	0.0255	0.27080868	0.460797938
0.0306	0.0255	0.276488525	0.45953308
0.032	0.0256	0.293574061	0.466095705
0.0308	0.0266	0.277075106	0.481441118
0.032	0.0255	0.293805499	0.460389369
0.0307	0.0251	0.277371575	0.451152761
0.0311	0.0255	0.281947946	0.458058878
0.0317	0.0252	0.290367853	0.452956838
0.0307	0.0256	0.277427458	0.465008704
0.031	0.0252	0.280657338	0.454529332
0.0309	0.026	0.279455402	0.473153799
0.0301	0.0256	0.269771214	0.463594273
0.0314	0.0257	0.285243417	0.468180452
0.0303	0.0264	0.271071137	0.479510575
0.0306	0.0252	0.276570608	0.453638355
0.032	0.0259	0.29334006	0.472866098
0.0313	0.0251	0.28698258	0.451651016
0.0321	0.0253	0.294553861	0.456043096
0.0314	0.0266	0.285949626	0.481137787
0.0303	0.0258	0.272431324	0.471685607
0.0315	0.0261	0.287837139	0.474137911
0.0313	0.0255	0.286598681	0.458261696
0.0312	0.0261	0.281812312	0.475013394
0.032	0.0255	0.293301715	0.459035301
0.0323	0.0256	0.298371781	0.46387954
0.031	0.025	0.280258908	0.445958669
0.0307	0.0261	0.275191716	0.474712727
0.0309	0.0258	0.279564346	0.470956809
0.0313	0.0253	0.286087457	0.455516579
0.0323	0.0256	0.295402385	0.46112202
0.0313	0.0251	0.284693608	0.448209934
0.0302	0.0256	0.272856082	0.464954829
0.0316	0.0269	0.287985128	0.484114453
0.0313	0.0256	0.286428228	0.460912889
0.0321	0.0264	0.294776615	0.477820417
0.0323	0.0258	0.29733754	0.469559334
0.0323	0.0261	0.297938877	0.4754454
0.0317	0.0256	0.291219808	0.465069035
0.0313	0.0256	0.285470901	0.464726297
0.0308	0.0253	0.279902698	0.456049965
0.0321	0.0261	0.294505944	0.476006802
0.0308	0.0261	0.27787475	0.473723679
0.0303	0.0268	0.270884314	0.483286118
0.0319	0.0268	0.290126271	0.483115321
0.0321	0.0261	0.294948105	0.476219473
0.0317	0.0256	0.290261548	0.467122249
0.032	0.0253	0.293773868	0.456041378
0.0314	0.0251	0.288402394	0.451620584
0.0305	0.0257	0.273566442	0.468199291
0.0303	0.0255	0.273203282	0.458736252
0.0297	0.0258	0.266759937	0.469210591
0.032	0.0264	0.293977187	0.478306265
0.0317	0.0261	0.292305037	0.476332775
0.0317	0.0253	0.29120505	0.455867661
0.0314	0.0261	0.285224144	0.475437369
0.0316	0.0267	0.287600691	0.482010366
0.0313	0.0258	0.282548185	0.470846169
0.0311	0.0256	0.280935443	0.46198144
0.0309	0.0264	0.278105429	0.480211671
0.0303	0.0259	0.271558327	0.472789768
0.0317	0.0253	0.291676257	0.457442607
0.0302	0.0253	0.271996475	0.454638237
0.0317	0.0256	0.291641101	0.461709006
0.0313	0.0255	0.286490174	0.460182478
0.0313	0.0251	0.285421737	0.448906571
0.0314	0.0256	0.288023657	0.465652324
0.0314	0.0258	0.283899861	0.470534479
0.0307	0.0253	0.277273715	0.454964281
0.0315	0.0269	0.284767486	0.485762185
0.0313	0.0251	0.285219719	0.447718367
0.0314	0.0257	0.28618513	0.467651061
0.0306	0.0255	0.276636583	0.457936808
0.0308	0.0251	0.27956612	0.449062884
0.0314	0.0258	0.28690159	0.471158597
0.0304	0.0268	0.271492104	0.482383285
0.0239	0.0275	0.196144177	0.503600974
0.024	0.0205	0.196549722	0.340977492
0.0241	0.0274	0.198149405	0.501103315
0.0241	0.0272	0.198293858	0.497563985
0.0241	0.0214	0.196844641	0.367115951
0.0241	0.0272	0.196852085	0.490854219
0.0241	0.022	0.196893922	0.380767705
0.0241	0.0223	0.198634282	0.388357487
0.0242	0.0284	0.198872806	0.534589759
0.0242	0.0247	0.20118258	0.434714832
0.0242	0.0256	0.20111344	0.462765116
0.0242	0.0251	0.201166495	0.450429238
0.0242	0.0247	0.201392485	0.434886829
0.0243	0.0255	0.202010463	0.459504824
0.0243	0.0272	0.202440287	0.492827813
0.0244	0.0228	0.204046824	0.400646861
0.0244	0.0229	0.204372876	0.401742107
0.0244	0.0244	0.206764796	0.422788905
0.0244	0.0251	0.203628409	0.450684642
0.0245	0.0208	0.206118562	0.348586678
0.0245	0.0299	0.203910854	0.572258583
0.0245	0.0302	0.203434875	0.579752319
0.0245	0.0271	0.209497951	0.489857293
0.0245	0.0253	0.20733964	0.457043248
0.0245	0.0288	0.205079555	0.545824539
0.0245	0.0253	0.205783909	0.457520118
0.0245	0.0299	0.203509569	0.574220347
0.0245	0.0272	0.208328329	0.493035562
0.0246	0.0284	0.206999192	0.537049782
0.0246	0.0258	0.210098378	0.472451136
0.0247	0.0219	0.210136914	0.373842868
0.0247	0.0246	0.20983075	0.426390178
0.0247	0.0205	0.209638843	0.342787279
0.0247	0.0209	0.209688554	0.351911421
0.0247	0.0324	0.210170422	0.604121183
0.0248	0.0279	0.20978026	0.522846335
0.0249	0.0247	0.213442992	0.437296491
0.0249	0.0307	0.212108395	0.585793459
0.0249	0.0234	0.213127457	0.410439887
0.0249	0.0331	0.212974285	0.618770917
0.0249	0.0249	0.213161321	0.445006025
0.0249	0.0211	0.211687837	0.356473056
0.0249	0.0192	0.213458849	0.312581527
0.0252	0.0315	0.214889628	0.590747198
0.0252	0.0312	0.214146938	0.58896878
0.0252	0.0247	0.21408325	0.433924043
0.0253	0.0221	0.215538523	0.383493523
0.0254	0.0297	0.215865262	0.566891365
0.0256	0.0315	0.216345853	0.590784603
0.0257	0.0223	0.218039868	0.39317087
0.0257	0.0256	0.217958517	0.466072073
0.0257	0.0214	0.217831556	0.368814233
0.0257	0.0297	0.216765057	0.566959663
0.0257	0.0212	0.21879646	0.359867104
0.0257	0.0278	0.223593555	0.51790235
0.0257	0.0238	0.221627965	0.414612039
0.0257	0.0278	0.222999321	0.520544418
0.0257	0.0327	0.218351097	0.611376259
0.0258	0.0214	0.220024403	0.36697321
0.0258	0.0279	0.217940803	0.525597776
0.0258	0.0255	0.222046504	0.457751951
0.0258	0.0222	0.223010061	0.384591813
0.0258	0.0236	0.220992641	0.411944278
0.0258	0.0197	0.221798633	0.325181838
0.0258	0.027	0.222500122	0.486684294
0.0259	0.0246	0.224378656	0.427132411
0.0259	0.0186	0.220477794	0.292360868
0.0259	0.0273	0.223805349	0.498866989
0.0259	0.0279	0.223074381	0.525723004
0.0259	0.0192	0.224087443	0.310599728
0.0259	0.0278	0.225159926	0.519817019
0.026	0.0238	0.227168163	0.413150536
0.0261	0.0187	0.225730771	0.297417618
0.0261	0.0302	0.226718417	0.58086918
0.0261	0.0293	0.225937555	0.556998285
0.0261	0.0213	0.227876737	0.364164337
0.0262	0.0288	0.228665867	0.54656895
0.0262	0.0223	0.228327224	0.393758182
0.0262	0.0336	0.228148169	0.626769278
0.0263	0.0186	0.229822823	0.286321921
0.0263	0.0336	0.230234436	0.624762006
0.0263	0.0224	0.229101793	0.398158882
0.0264	0.0258	0.229428309	0.470824152
0.0265	0.0213	0.22938019	0.365895196
0.0265	0.0247	0.228998414	0.432853416
0.0265	0.02	0.230664378	0.329212952
0.0266	0.0313	0.232515225	0.589550401
0.0267	0.0197	0.231293449	0.3226197
0.0268	0.0223	0.232330029	0.393458867
0.0268	0.0294	0.231745099	0.561379823
0.0268	0.0253	0.233208927	0.454986124
0.0269	0.02	0.233412827	0.330395067
0.0269	0.0255	0.233684434	0.45757781
0.0269	0.0221	0.23381898	0.383908184
0.027	0.0211	0.235443977	0.358394808
0.027	0.0244	0.234591925	0.421885944
0.027	0.0209	0.236224918	0.350789536
0.0272	0.0321	0.236624237	0.597688835
0.0274	0.0328	0.237564404	0.61167671
0.0274	0.0213	0.238870813	0.361872425
0.0275	0.0271	0.238737003	0.489962622
0.0275	0.0289	0.238477805	0.547079611
0.0275	0.0323	0.23888809	0.602944509
0.0276	0.0187	0.241871211	0.299640628
0.0276	0.0205	0.240328124	0.340135801
0.0277	0.0222	0.240924044	0.385203435
0.0277	0.0233	0.239341634	0.406939329
0.0277	0.0256	0.240423215	0.465402127
0.0277	0.0334	0.241259855	0.622831477
0.0277	0.0183	0.242452461	0.281895384
0.0277	0.0216	0.242750661	0.370363303
0.0278	0.0222	0.242801838	0.387112989
0.0278	0.0205	0.247611921	0.342241606
0.0278	0.0269	0.239189861	0.485533624
0.0278	0.0279	0.2390922	0.525728478
0.0278	0.0201	0.239922471	0.332180513
0.0278	0.0189	0.242210548	0.303861022
0.0279	0.0214	0.245789333	0.369224413
0.0279	0.0266	0.245056537	0.481041579
0.0279	0.0232	0.245374935	0.404248489
0.0279	0.0331	0.24723165	0.617598209
0.028	0.0224	0.247774576	0.398086348
0.028	0.0289	0.245282187	0.550941084
0.028	0.0288	0.246394115	0.546407211
0.028	0.0298	0.247268053	0.568892542
0.028	0.0204	0.248051333	0.337947259
0.028	0.0192	0.24729988	0.308517739
0.028	0.0276	0.246266941	0.505354612
0.028	0.0321	0.247853769	0.597198737
0.0281	0.0252	0.24879293	0.452520016
0.0282	0.0256	0.249770369	0.461807895
0.0284	0.0204	0.251403447	0.335736053
0.0284	0.0233	0.250362547	0.407495403
0.0284	0.0185	0.250223322	0.284464552
0.0284	0.0283	0.24970266	0.531443605
0.0285	0.0242	0.253348905	0.419303989
0.0285	0.029	0.25087987	0.553872658
0.0285	0.0205	0.251357682	0.339873746
0.0285	0.0279	0.252317296	0.525404164
0.0285	0.0214	0.254181929	0.368227571
0.0285	0.0223	0.252724691	0.389699682
0.0285	0.0256	0.253407414	0.467085443
0.0285	0.0257	0.250418342	0.468404496
0.0285	0.0255	0.253160571	0.460675034
0.0285	0.0195	0.250305242	0.320392787
0.0285	0.0298	0.250234342	0.568729911
0.0286	0.0192	0.251711549	0.309347498
0.0286	0.0197	0.252019783	0.326658141
0.0286	0.0264	0.252678642	0.478613074
0.0286	0.0191	0.252718972	0.305149031
0.0286	0.0213	0.25459421	0.362455836
0.0287	0.021	0.255854324	0.353385316
0.0287	0.0328	0.25603027	0.61253227
0.0287	0.0195	0.25507905	0.320475823
0.0287	0.0275	0.257218853	0.503597167
0.0287	0.0247	0.258470626	0.430927815
0.0287	0.0289	0.258768104	0.550905122
0.0287	0.0213	0.256675099	0.36545808
0.0288	0.0253	0.258602297	0.454598772
0.0288	0.0255	0.258752672	0.458881334
0.0289	0.0197	0.258500593	0.325372423
0.0289	0.0192	0.258608915	0.309426803
0.029	0.0247	0.261300619	0.436773196
0.0291	0.0194	0.261605151	0.318762334
0.0291	0.0208	0.261712846	0.348247225
0.0291	0.0305	0.261721107	0.584187323
0.0293	0.02	0.262534611	0.330213448
0.0293	0.0294	0.263631711	0.561555543
0.0295	0.0333	0.265404878	0.620292855
0.0295	0.0315	0.264677956	0.591023332
0.0295	0.0289	0.26581341	0.547148201
0.0295	0.0209	0.264762587	0.349875569
0.0296	0.0253	0.266913446	0.455080438
0.0296	0.0278	0.264460901	0.515754717
0.0296	0.0279	0.267549657	0.521273961
0.0296	0.0203	0.265152545	0.335530392
0.0296	0.0205	0.267537214	0.341128364
0.0298	0.0278	0.267117271	0.518014121
0.0299	0.0256	0.269030461	0.461208983
0.0299	0.0289	0.268799803	0.547223502
0.03	0.0183	0.268798497	0.280593849
0.03	0.0204	0.272334988	0.336495083
0.0301	0.0311	0.269855169	0.587814043
0.0301	0.0228	0.270009417	0.400012785
0.0302	0.0284	0.272718506	0.53335104
0.0302	0.0185	0.26973466	0.284271317
0.0302	0.0274	0.269861862	0.50194641
0.0302	0.0249	0.271348354	0.443493852
0.0302	0.0247	0.271713385	0.428645627
0.0302	0.0224	0.27249608	0.39560162
0.0303	0.02	0.272015736	0.329918326
0.0303	0.031	0.274299618	0.587467609
0.0304	0.0338	0.274012913	0.633131831
0.0305	0.031	0.274956625	0.587415571
0.0305	0.0186	0.273533738	0.28716847
0.0305	0.0248	0.27464361	0.440312278
0.0306	0.0209	0.276294295	0.35153031
0.0306	0.0201	0.27610783	0.331929789
0.0306	0.0186	0.274403698	0.291713902
0.0306	0.0247	0.276117192	0.428877954
0.0306	0.0209	0.274906362	0.349866905
0.0306	0.0213	0.275241489	0.363918268
0.0306	0.0298	0.27596879	0.568939651
0.0307	0.0197	0.27760081	0.326844297
0.0307	0.0197	0.276915126	0.324217823
0.0307	0.0312	0.277261303	0.587949903
0.0307	0.0249	0.27766107	0.443706163
0.0307	0.0272	0.274666002	0.495375109
0.0307	0.0247	0.277527384	0.429959999
0.0307	0.0325	0.277562471	0.607526785
0.0307	0.0189	0.277607949	0.30226774
0.0308	0.025	0.278440013	0.44569285
0.0308	0.0298	0.278409462	0.568209514
0.0308	0.0246	0.279295305	0.42586171
0.0308	0.0303	0.278897705	0.58160835
0.0309	0.0183	0.278720039	0.281443333
0.031	0.0284	0.280016493	0.536669396
0.031	0.0271	0.279298232	0.490022791
0.0311	0.0244	0.281978792	0.422194967
0.0311	0.0201	0.282188267	0.334845657
0.0311	0.0319	0.281955405	0.594188012
0.0312	0.021	0.282507789	0.354204974
0.0312	0.0303	0.282938565	0.581053076
0.0312	0.0288	0.282538947	0.543804911
0.0313	0.0286	0.286473525	0.540849398
0.0313	0.0194	0.285984677	0.317556669
0.0313	0.0223	0.286652231	0.387615817
0.0313	0.0205	0.285341114	0.340382556
0.0313	0.0284	0.287208334	0.533979632
0.0313	0.0205	0.283772778	0.342663529
0.0313	0.0293	0.28352973	0.559759524
0.0313	0.0293	0.28519062	0.557314194
0.0313	0.0192	0.286071889	0.311447183
0.0313	0.0205	0.284621345	0.34115485
0.0313	0.0213	0.2842885	0.363891606
0.0313	0.0255	0.284039637	0.4603217
0.0313	0.0253	0.283091187	0.454738664
0.0313	0.0294	0.283915627	0.560515611
0.0313	0.0286	0.285837713	0.539646204
0.0314	0.0246	0.288693242	0.427234516
0.0314	0.0182	0.285146336	0.278623543
0.0314	0.0264	0.286248953	0.478075703
0.0314	0.0264	0.284570595	0.478724405
0.0315	0.0233	0.287778244	0.407523252
0.0316	0.0222	0.290983642	0.385935724
0.0316	0.0201	0.289797398	0.333899395
0.0316	0.0186	0.28953641	0.287237271
0.0317	0.0188	0.289584969	0.299830043
0.0317	0.0252	0.290215266	0.452440005
0.0317	0.0183	0.289269895	0.280032285
0.0317	0.0209	0.292054217	0.349664637
0.0317	0.0247	0.292374884	0.431952926
0.0318	0.0192	0.291350586	0.306705978
0.0319	0.0261	0.293110863	0.4752783
0.0319	0.0269	0.292383593	0.483624844
0.0319	0.0223	0.293540743	0.391404357
0.0319	0.0272	0.291248219	0.497078708
0.032	0.0305	0.290469416	0.583116417
0.0321	0.0184	0.294128145	0.283552749
0.0322	0.0192	0.294935989	0.306739254
0.0323	0.0252	0.298281368	0.451972153
0.0323	0.0298	0.293689169	0.569454809
0.0323	0.0289	0.29359615	0.553049949
0.0323	0.0279	0.293885729	0.523242989
0.0323	0.0255	0.297081028	0.460095762
0.0324	0.0185	0.296236181	0.284499723
0.0324	0.0233	0.295927915	0.406357097
0.0325	0.0321	0.296132636	0.597325415
0.0325	0.0272	0.296471738	0.495159381
0.0325	0.0328	0.297277263	0.612015944
0.0326	0.0294	0.296830064	0.562665292
0.0326	0.0284	0.298862257	0.53375537
0.0326	0.0253	0.301070708	0.454717411
0.0326	0.0303	0.298914514	0.582147062
0.0326	0.0266	0.301317044	0.480801233
0.0326	0.0187	0.300004747	0.295077961
0.0326	0.0302	0.298739517	0.578036042
0.0327	0.0185	0.300927807	0.284465323
0.0327	0.0249	0.301753748	0.444430308
0.0328	0.0213	0.302508435	0.363235214
0.0328	0.0244	0.302549694	0.424050321
0.0328	0.0219	0.301799083	0.379060329
0.0328	0.0223	0.301805268	0.391767206
0.0328	0.0331	0.302070088	0.617807683
0.0329	0.0249	0.304611257	0.443828174
0.0329	0.0267	0.303618533	0.482014247
0.0329	0.0299	0.300712818	0.572182454
0.0329	0.0286	0.301337699	0.540051041
0.0329	0.0248	0.303383285	0.440857706
0.0329	0.0253	0.30498458	0.455508535
0.033	0.0229	0.306675198	0.402423841
0.033	0.0336	0.303850163	0.628667964
0.033	0.0224	0.305159749	0.395722471
0.0331	0.0209	0.307983344	0.349736964
0.0331	0.0228	0.307317775	0.400790709
0.0331	0.0316	0.306101365	0.59234948
0.0332	0.0288	0.304806669	0.546716657
0.0332	0.0283	0.30429271	0.531214076
0.0332	0.0192	0.307269254	0.30815335
0.0333	0.0298	0.306301632	0.569424113
0.0333	0.0192	0.308454126	0.306193191
0.0333	0.0331	0.308448818	0.617244574
0.0333	0.0295	0.306750326	0.562948878
0.0334	0.0282	0.307436424	0.528291253
0.0334	0.0287	0.307492891	0.542465555
0.0334	0.0293	0.308047227	0.556854023
0.0334	0.0223	0.309242689	0.39395822
0.0334	0.0197	0.309466796	0.323927877
0.0334	0.0288	0.307168046	0.544913487
0.0334	0.0272	0.309349092	0.493624144
0.0335	0.0208	0.310675717	0.347313223
0.0336	0.0323	0.310199032	0.601498149
0.0337	0.025	0.312623042	0.447153053
0.0337	0.0253	0.311522902	0.457496795
0.0337	0.0187	0.312628373	0.295284099
